"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"I switched from @Progressive to @GEICO today and saved $50.00. It’s not a lot, but over a six month policy, it adds up! Yay!",FALSE,0,NA,2019-05-09 11:58:54,FALSE,NA,"1126456506570936320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_TruNaturalista",0,FALSE,FALSE,NA,NA
"@Jsanti14 Thank you for the shout out!  We are happy to hear that we were able to save you money!",FALSE,0,"Jsanti14",2019-05-09 10:42:52,FALSE,"1126437058753339392","1126437372265156609","139855091","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"RT @jgitchell: Get yer Voltaire on!

""Cherish those who seek the truth; doubt those who have found it.""

#DoubtIsGood - what Gordon Gekko (…",FALSE,0,NA,2019-05-09 10:34:23,FALSE,NA,"1126435237607690240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ConscienHealth",1,TRUE,FALSE,NA,NA
"Get yer Voltaire on!

""Cherish those who seek the truth; doubt those who have found it.""

#DoubtIsGood - what Gordo… https://t.co/UlsAGUkD6Z",FALSE,1,NA,2019-05-09 10:31:40,TRUE,NA,"1126434555844546561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jgitchell",1,FALSE,FALSE,NA,NA
"@CathyJHensley Welcome to GEICO! I am happy to hear that we were able to save you money. - Denise",FALSE,1,"CathyJHensley",2019-05-09 08:41:27,FALSE,"1126406471179231233","1126406815909130240","456026282","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@RowdyQuattro I already have geico. And I definitely don't have a truck any more. But it's about time I get my moto… https://t.co/8T9sRvb4S2",FALSE,2,"RowdyQuattro",2019-05-09 05:19:32,TRUE,"1125769528816705537","1126356001412698112","723703184317779968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RayRayLF",0,FALSE,FALSE,NA,NA
"@GEICO_Service check your dm unless you guys delete emails and messages",FALSE,0,"GEICO_Service",2019-05-09 05:13:43,FALSE,NA,"1126354538212909057","148777871","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NowThatIsPaper",0,FALSE,FALSE,NA,NA
"@Feisty_Kitty89 We are sorry to hear that you are unhappy with your premium.  If you would like us to look for savi… https://t.co/MfZglwPhUO",FALSE,0,"Feisty_Kitty89",2019-05-09 05:00:00,TRUE,"1126350702156992512","1126351087362035712","180100030","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"RT @GEICO: GEICO's San Diego associates took part in @iloveacleansd 17th annual #CreektoBay cleanup. Team GEICO helped pick up more than 15…",FALSE,0,NA,2019-05-09 04:54:58,FALSE,NA,"1126349821751676928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","scottie_dawg",5,TRUE,FALSE,NA,NA
"The @geico commercial where a walrus is a hockey goalie is great.",FALSE,0,NA,2019-05-09 03:57:33,FALSE,NA,"1126335371925549056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JonVinson",0,FALSE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-09 03:47:50,FALSE,NA,"1126332927376158720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ksk_kagami",19,TRUE,FALSE,NA,NA
"RT @JasonStiff: This #meteorologist and his #leg together are definitely ""under the #weather"", but at least I can #enjoy my #favorite #geic…",FALSE,0,NA,2019-05-09 03:16:08,FALSE,NA,"1126324947515789312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katharinepri",5,TRUE,FALSE,NA,NA
"@cyxceven Thank you for your reply.  We will forward your information on.  Have a good night - Aaron",FALSE,0,"cyxceven",2019-05-09 02:49:00,FALSE,"1126316739162066944","1126318119834853381","1027606004","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@cyxceven Thank you for your reply.  Would you like someone to contact you within the hour or tomorrow morning  - Aaron",FALSE,0,"cyxceven",2019-05-09 02:32:27,FALSE,"1126308902453137408","1126313956564459520","1027606004","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@cyxceven We are sorry you are having troubles online.  If you can DM us your full name, policy/claim #, phone #, a… https://t.co/iQMH8ujbox",FALSE,0,"cyxceven",2019-05-09 02:07:54,TRUE,"1126305999671791617","1126307775632543744","1027606004","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@casspritch We are sorry you had a bad experience, but we are happy Jessica was able to help you - Aaron",FALSE,0,"casspritch",2019-05-09 01:51:24,FALSE,"1126302939180441600","1126303624219516928","75568356","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-09 01:48:56,FALSE,NA,"1126303001898037249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CodyKauffman27",19,TRUE,FALSE,NA,NA
"RT @GEICO: Are GEICO Smartdogs the answer to curbing distracted driving? Maybe.",FALSE,0,NA,2019-05-09 01:20:40,FALSE,NA,"1126295890468253698",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PMBCPA",40,TRUE,FALSE,NA,NA
"RT @GaryDoner: @DesignationSix @FoxNews @ProcterGamble @Nestle @Purina @Disney @UniversalPics @BeachesResorts @SandalsResorts @TIAA @alinco…",FALSE,0,NA,2019-05-09 01:16:23,FALSE,NA,"1126294812498505728",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Lorraine73453",5,TRUE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 23:56:04,FALSE,NA,"1126274599698731014",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chevychevelle48",19,TRUE,FALSE,NA,NA
"@CalliopeCowbell I am sorry for any delay with your refund.  Please DM us your full name, policy #, and phone # if… https://t.co/UcwywB1cOv",FALSE,1,"CalliopeCowbell",2019-05-08 23:35:36,TRUE,"1126267780334940160","1126269448346853376","423026446","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 23:32:17,FALSE,NA,"1126268613613301763",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","racingfan41877",19,TRUE,FALSE,NA,NA
"@XGirlNYC That would be from claims.  They would be able to answer any questions you have on paperwork and the fina… https://t.co/ThDXoUTgI2",FALSE,0,"XGirlNYC",2019-05-08 22:49:55,TRUE,"1126257462196277248","1126257953286311936","338661490","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"I accidentally opened up the geico app and https://t.co/Ib2dzbwNru",FALSE,1,NA,2019-05-08 22:35:24,FALSE,NA,"1126254299254669312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","laneyamay",0,FALSE,FALSE,NA,NA
"@XGirlNYC I am sorry, but I do not specialize in claims.  Please have your father contact us so we can help clarify! -Janelle",FALSE,0,"XGirlNYC",2019-05-08 22:23:00,FALSE,"1126249923547160576","1126251178952724481","338661490","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@Nadiera14 @JNNewtWBAL Hey I’m dating Geico",FALSE,0,"Nadiera14",2019-05-08 21:58:29,FALSE,"1126236393674616838","1126245008842084352","2725261908","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kayewhitehead",0,FALSE,FALSE,NA,NA
"@j_stroik May I have the customers name, claim number, and phone number so we can reach out to them. -Michelle",FALSE,2,"j_stroik",2019-05-08 21:08:30,FALSE,"1126232120530223104","1126232431928008705","735850959234957314","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 21:03:18,FALSE,NA,"1126231120331333632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Phil_Kinch",19,TRUE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 20:46:06,FALSE,NA,"1126226795060183041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BourdaisOnTrack",19,TRUE,FALSE,NA,NA
"@ktbcolors I am terribly sorry for the frustration this has caused. Please DM u syour full name, policy number, and… https://t.co/WOWYpYAvMK",FALSE,0,"ktbcolors",2019-05-08 20:44:52,TRUE,"1126226019961196544","1126226481233977357","100578031","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@XeniaSingleton2 I am sorry for the frustration this has caused. Please DM us your full name, state, policy number,… https://t.co/gP6MZftLUX",FALSE,0,"XeniaSingleton2",2019-05-08 20:42:55,TRUE,"1126224948111007744","1126225990617837569","814978606963322881","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"Have you heard about this industry fraud lawsuit with @GEICO ?
https://t.co/0WMJCVnFwz https://t.co/bRozMoAvD0",FALSE,2,NA,2019-05-08 20:42:01,FALSE,NA,"1126225766071570435",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AGRRmagazine",0,FALSE,FALSE,NA,NA
"@bradfordashaw HI, may we have your state, claim number, and phone number? -Michelle",FALSE,8,"bradfordashaw",2019-05-08 20:20:50,FALSE,"1126220063554592773","1126220435140546560","346750932","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",2,FALSE,FALSE,NA,NA
"RT @GaryDoner: @DesignationSix @FoxNews @ProcterGamble @Nestle @Purina @Disney @UniversalPics @BeachesResorts @SandalsResorts @TIAA @alinco…",FALSE,0,NA,2019-05-08 20:19:40,FALSE,NA,"1126220142181003270",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","laurel53",5,TRUE,FALSE,NA,NA
"RT @GaryDoner: @DesignationSix @FoxNews @ProcterGamble @Nestle @Purina @Disney @UniversalPics @BeachesResorts @SandalsResorts @TIAA @alinco…",FALSE,0,NA,2019-05-08 20:17:53,FALSE,NA,"1126219692543287296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tracysway9876",5,TRUE,FALSE,NA,NA
"RT @GaryDoner: @DesignationSix @FoxNews @ProcterGamble @Nestle @Purina @Disney @UniversalPics @BeachesResorts @SandalsResorts @TIAA @alinco…",FALSE,0,NA,2019-05-08 20:15:52,FALSE,NA,"1126219185489629185",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DesignationSix",5,TRUE,FALSE,NA,NA
"RT @GEICO: As part of a week-long effort, GEICO associates nationwide participated in giving back to their local communities.  Our Iowa ass…",FALSE,0,NA,2019-05-08 20:08:18,FALSE,NA,"1126217280755572737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sonnydiesburg",7,TRUE,FALSE,NA,NA
"@SusanCingari I am sorry that you are upset, and I am happy to help you out. Please provide me with your name, stat… https://t.co/rfzwfJNlVY",FALSE,0,"SusanCingari",2019-05-08 19:31:27,TRUE,NA,"1126208007686193158","26497655","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"RT @GEICO: As part of a week-long effort, GEICO associates nationwide participated in giving back to their local communities.  Our Iowa ass…",FALSE,0,NA,2019-05-08 19:31:14,FALSE,NA,"1126207952682196999",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","QCTHUNDA",7,TRUE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 19:11:01,FALSE,NA,"1126202866774024192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ajb51401",19,TRUE,FALSE,NA,NA
"@SolangeBrodsky Thank you for giving me the chance to help.  We will contact you soon. -Jim",FALSE,0,"SolangeBrodsky",2019-05-08 19:08:28,FALSE,"1126201665621827584","1126202221299941377","3154247164","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@SolangeBrodsky I am so sorry to hear about your accident, and I hope no one was injured. I would be happy to help… https://t.co/RbAq5i2CeM",FALSE,0,"SolangeBrodsky",2019-05-08 19:00:21,TRUE,"1126199737177247745","1126200181693788162","3154247164","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"RT @GEICO: It's National #SmallBusinessWeek! Thinking of branching out on your own? Check out these 7 Benefits of Owning a Small Business:…",FALSE,0,NA,2019-05-08 18:47:54,FALSE,NA,"1126197046539620354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WilbergRvr",4,TRUE,FALSE,NA,NA
"Moving In Together? It’s Time to Talk Money https://t.co/Ki2q42YYrM https://t.co/mZq8Uvx3aF",FALSE,0,NA,2019-05-08 18:46:34,FALSE,NA,"1126196709883666432",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","melissa_mlynne",0,FALSE,FALSE,NA,NA
"@CreativeK I am glad we could help. Please let us know if there is anything else that we can do. -Jim",FALSE,1,"CreativeK",2019-05-08 18:35:27,FALSE,"1126193600004419584","1126193915017797633","16798983","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@codeman1806 I am sorry to hear that you were involved in a claim, and I hope that no one was hurt. Please provide… https://t.co/NKlIDUcR4b",FALSE,0,"codeman1806",2019-05-08 18:30:34,TRUE,NA,"1126192686644518914","2944231922","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@GinoEgidi Sorry you feel that way. If there's something we can help you with, please feel free to DM us anytime.",FALSE,0,"GinoEgidi",2019-05-08 18:28:27,FALSE,"1126191630585946117","1126192152894164992","292587516","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 18:26:30,FALSE,NA,"1126191662403936256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbuelosDeTrece",19,TRUE,FALSE,NA,NA
"RT @breezyham9: @GEICO is such a scam. I get hit but it’s my fault. Who ever did my investigation is an idiot. It’s whatever makes them mor…",FALSE,0,NA,2019-05-08 17:57:43,FALSE,NA,"1126184416793903104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BIGG_ZIMM",1,TRUE,FALSE,NA,NA
"RT @GEICO: As part of a week-long effort, GEICO associates nationwide participated in giving back to their local communities.  Our Iowa ass…",FALSE,0,NA,2019-05-08 17:51:16,FALSE,NA,"1126182796521824257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShelterHouseIC",7,TRUE,FALSE,NA,NA
"RT @GEICO: As part of a week-long effort, GEICO associates nationwide participated in giving back to their local communities.  Our Iowa ass…",FALSE,0,NA,2019-05-08 17:37:56,FALSE,NA,"1126179439472193536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonathanotcher1",7,TRUE,FALSE,NA,NA
"As part of a week-long effort, GEICO associates nationwide participated in giving back to their local communities.… https://t.co/yrNLvAQxCU",FALSE,10,NA,2019-05-08 17:37:00,TRUE,NA,"1126179206734413827",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO",7,FALSE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 17:22:03,FALSE,NA,"1126175442396958720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdamClinger1",19,TRUE,FALSE,NA,NA
"@Kali_stell Hello - If you would like a claims specialist to contact you, please DM your name, state, phone number and your claim number.",FALSE,0,"Kali_stell",2019-05-08 17:21:00,FALSE,"1126173875941724160","1126175177740640261","1125973272317718528","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"And I’m sticking to it!! @GEICO lost a customer. Customer service is awful and so is Christine. Didn’t even have th… https://t.co/PjlIOCdpFH",FALSE,1,"breezyham9",2019-05-08 17:19:27,TRUE,"1124462876792508416","1126174789331087360","427965832","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breezyham9",0,FALSE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 17:02:46,FALSE,NA,"1126170590199652352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RSCHULD",19,TRUE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 16:59:29,FALSE,NA,"1126169762957090816",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dgr8smurf",19,TRUE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 16:52:30,FALSE,NA,"1126168007061987328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RahalFanatic15",19,TRUE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 16:45:44,FALSE,NA,"1126166303000203264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Broekie83",19,TRUE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 16:41:38,FALSE,NA,"1126165272501596161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MathewGruenholz",19,TRUE,FALSE,NA,NA
"RT @RACERmag: New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,0,NA,2019-05-08 16:39:44,FALSE,NA,"1126164793977651203",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IndyCar_Raider",19,TRUE,FALSE,NA,NA
"@zshannakristoff Thank you for sending your info - I have removed you from our mailing list.",FALSE,0,"zshannakristoff",2019-05-08 16:38:30,FALSE,NA,"1126164484928802817","174728260","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"New look for @BourdaisOnTrack for this weekend's #INDYCARGP: https://t.co/60fYz4WnKZ https://t.co/q19bFozyn8",FALSE,177,NA,2019-05-08 16:35:12,FALSE,NA,"1126163652845998081",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RACERmag",19,FALSE,FALSE,NA,NA
"@gamerwolfsix We understand your concern with your premium. If you'd like an agent to review your policy, please DM… https://t.co/5iTUZxJYC5",FALSE,0,"gamerwolfsix",2019-05-08 16:06:00,TRUE,"1126155324795367425","1126156303267704832","748633825996070917","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"It's National #SmallBusinessWeek! Thinking of branching out on your own? Check out these 7 Benefits of Owning a Sma… https://t.co/9DlNIO1vNT",FALSE,3,NA,2019-05-08 16:00:01,TRUE,NA,"1126154799194546176",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO",4,FALSE,FALSE,NA,NA
"you ever open the geico app and see this ugly ass gecko looking at you",FALSE,0,NA,2019-05-08 15:55:01,FALSE,NA,"1126153538617344000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","selfiegoddesss",0,FALSE,FALSE,NA,NA
"@Ladybug_Jellybn Sorry you had a bad experience! We would be happy to review your policy. Just DM your name, state,… https://t.co/vvGMcbd2z7",FALSE,0,"Ladybug_Jellybn",2019-05-08 15:37:00,TRUE,"1126148417091178497","1126149005321412608","871531092435718144","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"Not sure why the @GEICO adjuster I have been working with takes days to return calls, and then is extremely rude on… https://t.co/cO87hW304b",FALSE,0,NA,2019-05-08 15:34:38,TRUE,NA,"1126148408635527169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheRealBDepz",0,FALSE,FALSE,NA,NA
"@NedineNavarrete For us to follow up, please DM your full name, policy #, phone #, state, zip code and how we can a… https://t.co/1NJfjoLHjW",FALSE,0,"NedineNavarrete",2019-05-08 15:30:44,TRUE,"1126146900800036866","1126147427361280005","1596705235","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@EdKrassen All not in favor just block Ed LOL... I saved a lot of aggravation and having to listen to stupid commen… https://t.co/Ll3fji0yyr",FALSE,0,"EdKrassen",2019-05-08 15:28:10,TRUE,"1125817398228078598","1126146784659529729","132339474","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lance_bagley",0,FALSE,FALSE,NA,NA
"@Dmellott11 I am sorry to hear that you are having a problem getting a quote. Try visiting us at… https://t.co/y7zBfmMhCG",FALSE,0,"Dmellott11",2019-05-08 15:22:25,TRUE,NA,"1126145336110661634","443904303","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@MegPieLovesPie We appreciate the shout out! Thank you for insuring with us!",FALSE,1,"MegPieLovesPie",2019-05-08 14:44:57,FALSE,"1126134803122851841","1126135905809465345","56389668","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@GEICO is the fricken best! I love them so much and totally recommend them for any and all insurance!",FALSE,0,"GEICO",2019-05-08 14:40:34,FALSE,NA,"1126134803122851841","22009780","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MegPieLovesPie",0,FALSE,FALSE,NA,NA
"@JohnJFeinberg We're happy to help! Please DM us your state so we can provide the correct email address to send it to. - Renee",FALSE,1,"JohnJFeinberg",2019-05-08 13:55:53,FALSE,"1126123173500661760","1126123557879189504","3019247829","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@leeltheque Aye did you know the Geico mascot look like Hot?😂",FALSE,1,"leeltheque",2019-05-08 12:37:32,FALSE,"1126103455561601025","1126103840896499713","537509824","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Flip_Flop52",1,FALSE,FALSE,NA,NA
"@QueenIttyBitty Geico is the devil. In maybe a year I’ll be able to talk about how they played with me and are cost… https://t.co/T8DNh8Boii",FALSE,0,"QueenIttyBitty",2019-05-08 11:42:50,TRUE,"1126088054798680068","1126090075484360704","25823534","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BaskInRobynn",0,FALSE,FALSE,NA,NA
"@XGirlNYC I am sorry to hear about the difficulties.  For assistance with a claim, please DM your name, claim numbe… https://t.co/QdFIGceZ5h",FALSE,1,"XGirlNYC",2019-05-08 06:02:00,TRUE,"1126003926606729217","1126004301967568896","338661490","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@Gypsynomy We are sorry to hear this.  Please DM your name, policy number, telephone number, and concern and we wil… https://t.co/0K8OdtuCnR",FALSE,0,"Gypsynomy",2019-05-08 04:17:00,TRUE,"1125976548476162049","1125977877730799618","2984456887","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@DeanBui We are sorry to hear about the claim and the trouble you are having with it.  Please DM us your full name,… https://t.co/nl3vysmrXs",FALSE,0,"DeanBui",2019-05-08 04:15:25,TRUE,"1125929760910118913","1125977480353992706","3120950453","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@Denbrewrew We are sorry to hear about the claim and the trouble you are having with it.  Please DM us your full na… https://t.co/b4tAvziZdw",FALSE,0,"Denbrewrew",2019-05-08 04:09:26,TRUE,"1125900222612348929","1125975973587976193","16523308","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
"@kells80 We are very sorry to hear that you are having difficulties by telephone.  To log in  and update your rente… https://t.co/j3iP0i2Y6U",FALSE,1,"kells80",2019-05-08 04:02:25,TRUE,"1125935754247581697","1125974206359986179","27074315","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","GEICO_Service",0,FALSE,FALSE,NA,NA
